autor,link,chiste,manitas
ReBeLStRiKe,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1814,"
										
  JAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJA me he imaginado la puta escena con la pobre monja tirada en el suelo y el borracho diciendoselo seriamente y menudo descojone xDDDD									",0
xeve,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1815,"
										Se abre el telon y aparece un maño entrando a un bar; pide un vaso de vino y le ponen una birria de vaso, despues, se pide una copa de cerveza, la apura y pide que le llenen la copa con vino de nuevo.  ¿como se llama la pelicula?
									",0
karnicer,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1816,"
										Se abre el telon, y hace un dia con un super soleado, con un sol de estos que te hace sudar como un cerdo.

Se cierra el telon, ¿ Como se llama la pelicula?
									",0
SrThompson,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1817,"
										uno de la época de El Informal

diceeeee:

-tu padre es un proscrito

-y el tuyo un tigretón!!									",0
RoninPiros,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1818,"
										
  me ha recordado del informal al de se abre el telon y aparece un tio con un duende en el hombro que le esta diciendo todo el rato ""Eres guay eres guay eres guay"" como se llama la pelicula?
									",0
novella93,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/193#5782,"
										Venga hombre dejaros de mierdas y poner chistes:

Va una chica al médico y le dice: 'Doctor creo que tengo complejo de fea'. Y el médico le contesta:

Va una chica al médico y dice: 'Doctor mira a ver que me pasa en las tetas que cuando me las tocan se ponen mazo de duras'. El médico comienza a tocar y se ponen duras como una piedra. La chica lo mira y le pregunta: '¿Es grave?' a lo que el médico contesta: 

Esto es un pesimista y un optimista y dice el pesimista: 'Tío esto no puede ir peor' y le contesta el optimista: 
									",0
kroaton,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/193#5783,"
										Dos niñas en la guardería:

-  Oye tía, ¿tú sabes qué es un pene?

- ¿Un pene? Ni idea.... 

- Yo tampoco, pero lo he oído

- Pues tranquila, que lo preguntaré en casa.

Una vez en casa:

- Papá, papá, ¿qué es un pene?

- Pues es una cosa que.... que tienen los hombres... y sirve para....  Bueno, mira, esto es un pene - y se baja los pantalones y los calzoncillos para que le sea más fácil comprenderlo.

De nuevo en la guardería:

- Bueno, ¿qué tía? ¿qué es un pene? ¡Venga cuenta!

- Pues es como una polla, pero en pequeño.

----------------------------------------------------

Están Pedro y Heidi en la montaña, sobre el césped tumbaditos.... y empiezan a ponerse tontorrones, y Pedro se queda en pelotas, se la agarra y dice:

- Mira Heidi, ¿sabes qué es esto?

- Sí, Pedro... Jijijii  Eso es un muñequito. Jijiijiji

- No Heidi, esto no es un muñequito..... ¡Esto es una polla!

- No Pedro, eso es un muñequito.... ¡Polla es lo que tiene mi abuelo!!!!									",0
Ivlas,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/193#5784,"
										Ahi va otro antes de irme pa la biblio a estudiar, cuelgo el minidump tonight 

Largo pero merece la pena.

En negrita instrucciones visuales.

---------------------------------------------------------------

+Abuelo, cuentame una historia anda...

-No niño, que tu madre siempre me dice que te meto historias en la cabeza. Otro dia.

+Abuelo, me cuentas una historia hoy?

-Que no, leñe, que tu madre siempre me echa la bronca.

+Abuelo... por favor... cuentame una historia...

-Esta bien...  Veamos, estaba yo en el vietman, matando chinos koreanos y japoneses, porque yo era un pedazo de soldao eh nieto? era de lo mejor!

Y un dia, estabamos aniquilando un poblao y yo me aburria, y dije, coño, voy a cazar un rato, que esto es aburridisimo.

A esto que vi una pantera y dije, coño, me la voy a cargar.

Asi que PUM, muerta... pero... y ahora como hago yo pa llevar la pantera hasta el campamento?

Pues nada, le corto una pata, y me la pongo en un hombro 

Total, que seguiamos matando chinos y koreanos y japoneses pero yo estaba aburrio, xq tu abuelo era el mejor tirador de la compañia nieto!!

Y dije, pues nada, vamos a seguir cazando, y a esto que vi un tigre! y dije... otro mas pa la saca!

PUM! bueno... voy a cortarle la otra pata xq no voy a cargar con tol tigre...

***A esto que entra la madre y salta:

*Abuelo! pero weno! te tengo dicho que no le cuentes historias al niño que lo atontas con tanto cuento hombre!

-Vale hija vale... ya termino... ufff....

A ver... nieto, por donde iba? que no me acuerdo 

+Que tenias una pata 

-Ah, y LE COMI TOL COÑO! 

Largo, pero cada vez q lo cuento TODO DIOS MUERTO DE RISA XD									",0
fuNN,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/193#5785,"
										esto es un andaluz que no esta durmiendo 

cuando me lo han contado he llorado de la risa hahahaha									",0
fraJiscow,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/193#5786,"
										
  Esto es un andaluz, despierto claro, que se caga en tu puta madre.									",0
denon,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/193#5787,"
										El coronel dijo: ¡Sigan avanzando!

Y todos se perdieron, porque vanzando no se sabía el camino									",0
Original,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1819,"
										- Llega uno a la consulta y le dice al doctor : doctor doctor que estoy poseso !! 

- Le contesta el doctor : que dice? sera poseido !

- Dice : poseso									",0
oOL4sTOo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1820,"
										Como se llama el marido de Ana Torroja?",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1821,"
										xdd yo ese me lo sabia pero de otra forma, mecano tiene a ana torroja 
 xdd aunq el tuyo es mas chiste, esto es mas como 1 frase ^^									",0
Akiam,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1822,"
										
  Es chino su marido?									",0
kas,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1823,"
										Sera japones.",0
Nacle,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1824,"
										Se abre el telon y aparece un danone dandole por culo a un flan. Se cierra el telon.¿Que pelicula es?
									",0
betikocofrad,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/193#5788,"
										
  esto es un catalan que gasta dinero!jajaja xD									",0
txikitin9,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/193#5789,"
										
  Esto es un catalán, que gasta dinero claro, y se caga en tu puta madre.

No soy catalán pero quedaba bien..									",0
novella93,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/193#5790,"
										
  Yo tampoco soy catalán pero también me cago en tu puta madre xD									",0
SrThompson,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1825,"
										se abre el telón y se ve una carnicería en la que comprando codillo de cerdo te regalan una botella de whisky DYC. ¿Como se llama la pelicula?
									",0
Hobbes,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1826,"
										
  Pues agarrame el cimbrel (joder las pillais al vuelo).									",0
karaharn,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1827,"
										Entra un imbécil en un bar y dice: ""Póngame una caña, pero sin hilo"".									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1828,"
										
  AJJAJAJJAJAJAJAJJAJAJJAJAJ buenisimo.									",0
Larkos,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1829,"
										-  Oiga, ¿este balneario es bueno para el reuma?

- ¿Que si es bueno?¡¡Aquí lo cogí yo!!									",0
Atuit,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/61#1830,"
										cual es el partido politico mas antiguo de todos?
									",0
montaN1,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5731,"
										El cateto conduciendo por Londres y escucha en la radio, cuando justo estaban dando las noticias: 

-Atención, atención, se le comunica a los conductores que hay un loco conduciendo en sentido contrario al transito! Tengan cuidado.

El catetodice: -Como que uno ? miles ! 
  
									",0
Srednuht,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1831,"
										
 

Pues parece que el PSOE luego le tomo ventaja porque actualemente el PSOE es el partido europeo que mas casos de corrupcion registra...  UPyD rulZ xD ( eso o PP xD)									",0
PUTO_JEFE,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5732,"
										¿Que dice una maltratada mientras la pegan ?
									",0
txikitin9,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5733,"
										
  Y el que le pega:

ai se te pego, ai se te pego									",0
Onetwo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5734,"
										¿Por que los judios tienen la nariz tan grande?
									",0
yeskiLLo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5735,"
										Un judío le dice a su amigo catalán:

- Tengo un truco para comer gratis

- Ostia, cuéntame como lo haces.

- Voy al restaurante, bastante tarde, pido un entrante, plato principal, quesos, postre y me tomo todo mi tiempo para tomarme un café, un coñac y un buen puro y espero a que cierren. Como ni me muevo, cuando ya levantaron todas las mesas, dieron vuelta las sillas sobre las mesas para barrer, viene el mozo a preguntarme si le puedo ir pagando porque ya se van, entonces le respondo: ""Pero si ya le pagué a su colega que se fue antes"".

Es así de simple. El catalán entonces le dice: Qué genial, ¿probamos juntos mañana?

- Ok, le contesta el judío.

La noche siguiente los dos compadres van al restaurante: entrada, plato principal, quesos, postre, etc. Llega el momento de cerrar, se acerca el mozo, les pregunta si les puede cobrar y el judio le dice:

- Lo siento, pero ya le pagamos a tu colega que ya se fue.

Y el catalán agrega:

- Estamos desde hace rato esperando el cambio.									",0
novella93,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5736,"
										-Oye! ¿Qué tal el accidente? 

-¿Qué accidente? 

-No me jodas que has nacido con esa cara.									",0
txikitin9,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5737,"
										En que se parece pinocho a cristiano ronaldo?

En que los dos son de madeira  ",0
ramaGZ,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5738,"
										
  Y Messi a PocketAces?									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5739,"
										
  Viven en hobbiton?									",0
Atuit,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1832,"
										
  , a mi me lo contaron asi xD puedes poner el partido que te de la gana									",0
KinachO,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1833,"
										Esto es un tio que va a una pasteleria y le pregunta al tio:

- ¿Tiene usted pastel de pepinillos?

Y le contesta el de la pasteleria:

- No lo siento.

Va al dia siguiente y se repite la misma situación:

- ¿Tiene usted pastel de pepinillos?

- No lo siento.

Al dia siguiente otra vez:

- ¿Tiene usted pastel de pepinillos?

- No lo siento.

Y asi durante una semana:

- ¿Tiene usted pastel de pepinillos?

- No lo siento.

Un dia el pastelero se harta y se recorre toda la maldita provincia para intentar conseguir el maldito pastel de pepinillos. Y con suerte lo consiguió encontrar despues de estar buscando sin parar durante dias.

Al dia siguiente la misma situación, pero ya con el pastel de pepinillos:

- ¿Tiene usted pastel de pepinillos?

- Pues si! 

- Joder, pues que asco no??",0
PiLoToXyNiTe,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1834,"
										
  de que fuente has sacado eso?

ahora mismo el alienígena 73 del area 51 tiene más corrupción. Fuente: melainvento

Volviendo al hilo:

ABUELAAAA!!! Hemos comprado una tele nueva en colorrr......... Y TU TE JODES PORQUE ERES CIEGA!									",0
Tolomeo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1835,"
										Dos amigos que se encuentran...

- Hombre Luis, ¿qué es de tu vida?

- Pues mira, ahora estoy currando en un banco

- ¡Que bien!, así por las tardes no trabajas

- No, por las tardes no voy... cuando no trabajo es por las mañanas...",0
denon,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5740,"
										
  yo me he encontrado a uno en el rosco de reyes, no sé si era messi o pocketaces ^_^

- Como sabes si hay un gallego en un submarino ? 

Porque es el único que esta aguantando la respiracion.									",0
buga,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5741,"
										-¡Camarero, este flan tiene un pelo!

-Claro, es de huevo.									",0
PUTO_JEFE,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5742,"
										(En una zapateria )

-Hola ¿Tiene algo del 36 ?

- No, lo siento, pero de la guerra no me queda nada.									",0
Bosko_509,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5743,"
										Esto va un tio al psicologo y le dice:

-Ayudeme, estoy estresado.

A lo que le responde:

-Lo que necesita usted es un hobby.

-Si hombre para buscar a Frodo estoy ahora.									",0
denon,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5744,"
										¿Como se llama la monja que le echaban de todos los conventos?
									",0
Grimmer8,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5745,"
										Un niño que le pregunta a su padre:

- Papá, papá, ¿la luz se come?

- Pero que dices hijo, ¿cómo se va a comer la luz?

- Entonces, ¿por qué ayer por la noche le decías a mamá, apaga la luz que te la vas a tragar toda?									",0
ZJM003,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1836,"
										XDDD

Estoy haciendo una coleccion que voy memorizando de chistes malos malisimos para días de fiesta, espero no convertirme en el graciosillo del grupo.									",0
SrThompson,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1837,"
										
  jajajajaja ostia ese bueno

es como el de los dos niños que le dice uno al otro:

-oye, jugamos a los funcionarios?

-y eso como es?

-el primero que se mueva pierde									",0
Arutha,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1838,"
										C:/DOS 

C:/DOS/RUN 

RUN/DOS/RUN 
									",0
SrThompson,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1839,"
										
  ni tu ni 999.999 personas, como bien dicen en el capítulo solo 1 persona entre un millón lo encontraría gracioso. una vez lo busqué por google y al parecer se trata de un juego de palabras parecido a una cancioncilla infantil americana o algo así. 

humor ultrafriki supongo, además hay que conocer la cultura popular de usa para medioentenderlo									",0
ZJM003,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1840,"
										Mira a Dos

Mira a Dos corriendo

Corre Dos Corre

Encaja perfectamente en este hilo.									",0
X-Crim,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1841,"
										pues yo si pille el chiste :/ aunque tampoco me descojone									",0
TabrisEchoes,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1842,"
										
 

No, no pillas el chiste. En América usan este prototipo de sentencias para aprender frases:

-See girl

-See girl run

-Run girl run

La gracia está en:

-See = C:/

-Es un poco parodia de Forest Gump

Así que no creo que ""lo entiendas"" sin ser americano nativo o conocer el libro famoso de primaria (o estudio equiparable) el cual usaban para aprender gramática.

P.D: Y una explicación más geek y SIN GRACIA es ésta (de la misma página):

""#  Ernesto Dice:

July 22nd, 2010 at 11:49 pm

Hola, lamento contradecirlos, pero el chiste tiene que ver con algo muy diferente.

El sistema operativo DOS siglas de “Disk Operating System” se caracterizaba por la forma de navegación o ingreso mediante la estructura de oredenes por ejemplo:

C:\>dir; donde DIR: muestra un listado de archivos, que están contenidos en un directorio.

En todo si tu te encuentras escribiendo este tipo de ordenes es porque ya estas en el sistema DOS por lo tanto el chiste de los Simpson se refiere a que alguien estupidamente que ya se encuentra en DOS esta dando la orden al sistema para que que ingrese a DOS al escribir: C:\dos

Lo que es peor aun es que al no recibir respuesta escribe con insistencia: C:\DOS\RUN

y luego de forma desesperada escribe:C:\RUN\DOS\RUN

Espero haya quedado claro.

Cordial saludo.""									",0
ToTuS,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5746,"
										
									",0
Li3cht,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5747,"
										
  ",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5748,"
										-Urdangarín que le has pedido a los reyes?

-Perdón.									",0
Ronso,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5749,"
										Chiste bastísimo que me contarón el otro día a lo plan el hombre de negro...

El hombre de negro ha visto a los niños desaparecidos de córdoba jugando con Marta del Castilloooooo.									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5750,"
										""La llamaban la IKEA porque era fácil de montar""									",0
Eustakiooo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5751,"
										
  ""Y si pagabas un extra ya venían a montártela""									",0
novella93,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5752,"
										Si juntamos todos los chistes, sin contar los repetidos yo creo que ni llenamos 2 páginas									",0
SicKneSs,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5753,"
										esto es una vaca q le dice a la otra:

- muuuu

- cáyate que las vacas no hablan.

fin									",0
xeve,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1843,"
										estan 2 caballos tirando de un carruaje cuando uno le dice al otro; 

- ¿cuanto tiempo llevas siendo caballo? 

 a lo que el otro responde;
									",0
anikex,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1844,"
										
   AJAJAJAJJAJAJAAJJAJAAJAJ									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1845,"
										Noches sin freno, mañanas con ibuprofeno									",0
carlotron,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1846,"
										un judío a otro

-pues creo que nos mandan a un campo de concentración

-no jodas, con lo fácil que me distraigo									",0
samagu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1847,"
										
  con tu xiste me ha entrado la risa floja XD 									",0
SrThompson,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1848,"
										
   jejejeje me recuerda a:

¿de que murió Hitler?  ---> cuando vio la factura del gas									",0
kAlamarr,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5754,"
										¿Que es un tomate con capa? 

¿Y un limón con capa?
  Jajaja pues es viejo el ""chiste"", me lo contaron de pequeño.									",0
fraJiscow,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5755,"
										
  Uff.. El nivel de subnormalidad al que he llegao...
  Ya si lo se, ese es el problema xD									",0
0nLy,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5756,"
										Entran en escena un gitano y dos jugadores de la NBA

 ¿Cómo se llama la peli?
									",0
GrAnRA,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5757,"
										- ¿Urdangarin que le has pedido a los reyes?

- Perdón									",0
LugerP08,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1849,"
										
  menudo cabron JAJAJAJA									",0
LugerP08,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1850,"
										
  no importa que el chiste sea malo si el que lo cuenta es un tio cojonudo 

JAJAJAJA									",0
Gu3v4r4,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1851,"
										
  como te pongas a comentar todos los chistes que se escribieron, vas a perder un par de horitas.. y como te metas en el post de 2003 creo que puedes ir preparando cafe xD									",0
sereN,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1852,"
										Este es jodidamente malo aviso xD

Entra una chica al medico...

¿Como se llama usted?

 -Maria de la o

 eh?

 -o!

 Ahh!

Contandolo es mas gracioso que escrito y ni por esas xD ,pero de borrachera me arte de reir xD",0
Tukaram-Man,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1853,"
										. . .
 no uses imageshack									",0
alalaz_XV,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1854,"
										-sabes cuál es la diferencia entre un pene y una silla?

-no
									",0
Devilpower,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5758,"
										
  Anda mira un poco antes de escribir amigo... 
  lo ha puesto hace unas lineas.									",0
Eustakiooo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5759,"
										Esto es una vaca que se metió cristal y la leche salió cortada									",0
Grilla,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/192#5760,"
										¿por qué los de lepe nunca entran en la cocina?

- ¿Sales Minerales?

- No, estoy castigada.									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1855,"
										
  ",0
ZJM003,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1856,"
										
 

Siento decírtelo, pero el que estás perdido eres tú en este hilo.									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1857,"
										
  siento decirtelo, pero yo he posteado aqui muchisimos chistes.. y lo que ha contado el usuario anterior no tiene gracia para nada, y no es nisiquiera un chiste... que es de lo que trata este hilo.

ves, lo de 
  por lo menos es un chiste, tetratripitido pero es un chiste.									",0
Sinonimo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1858,"
										Van 2 putas y cae tu madre.
  Gracias xDD									",0
ZJM003,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1859,"
										Ya veo, ya veo... pretendes redefinir el concepto de chiste, después de esto qué? conquistar el mundo?									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/62#1860,"
										
  ojala ^^									",0
Grimmer8,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5701,"
										Un hombre va al otorrinonaringólogo y le explica que ha ido a verle porque su mujer es muy cabezota y no quería ir con él, pero que sospecha que ella esta perdiendo facultades en el oído. El médico amablemente le contesta que haga una prueba, cuando llegue a su casa va avanzando un metro hasta su posición y va llamándola por su nombre en voz alta hasta que le conteste, para poder hacerse una idea del problema real de su señora.

El marido vuelve a casa, abre la puerta y procede:

- ¡Maríaaa!. Y ella no contesta, avanza un par de pasos y vuelve a intentarlo.

- ¡Maríaaaa!. La mujer sigue sin contestar. El hombre ya preocupado entra al marco de la cocina donde la mujer estaba acabando de hacer la comida pero sin girarse a unos dos metros de él, y el marido vuelve a llamarla.

- ¡Maríaaaaa!. La mujer no contesta, sigue dándole la espalda, mientras sigue con sus asuntos. A todo esto el marido se coloca justo detrás de ella, pensando que es imposible que en ese lugar no le escuche y grita:

- ¡Maríaaaaaaaaaa!. Y la mujer contesta.

- ¡!Qué quieres pesado que llevo contestándote desde que has entrado por la puerta!!

TACHÁN, Badum Psss									",0
Idontknow,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5702,"
										Cual es el oficio que nace en Andalucía y muere en Euskadi?
									",0
kanalizador,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5703,"
										
  El chiste concretamente es con la palabra 
 por la de 
...por lo del rio Guadalquivir, y esas cosas ",0
denon,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5704,"
										
  me recuerda a arguiñano! se lo escuché a el! jajaja 

HOMBRE INVISIBLE

BUSCA MUJER TRANSPARENTE

PARA HACER LO NUNCA VISTO.
									",0
Onetwo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5705,"
										Señora tengo dos cosas que decirle:

La primera es que me pongo cachondo cuando una mujer llora, la segunda es que su hija tiene cancer.									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5706,"
										jajjajaja q jefazo en el video									",0
benitogb,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5707,"
										
  Esos chistes son muy muy macabros.									",0
C4mav1,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1861,"
										Esto es un tio que le pregunta al otro:

¿Oye, la calle sagasta?
									",0
RaCe,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5708,"
										
  a mi me encantan, sobretodo si al que se lo cuento me mira con cara de miedo/horror mientras me descojono									",0
RaCe,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5709,"
										

ideales para contar a amigos judíos

____________________________________________________________________

- Voy a ser el nuevo Hitler, mataré a 1000 judíos... y a un payaso

- Y un payaso porqué?

- Ves, a nadie le importan los judíos

____________________________________________________________________

¿En qué se diferencian los judíos de las barras de pan?

En que las barras de pan no arañan el horno

____________________________________________________________________

Hitler le pregunta a un niño judío ""¿Cuántos años tienes?"", el niño le responde ""8 para 9"", y Hitler le contesta ""no, para 9 no""									",0
Grilla,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5710,"
										
  el primer chiste me suena de haberlo escuchado por la tele no sé donde ni cuando, pero me suena									",0
oOL4sTOo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5711,"
										Va Xavi y pierde un balón									",0
Mandarinas,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5713,"
										""Fue sido ha q dice q va un tio""

tiene mas gracia esta frase que todo el chiste									",0
ChaRuu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1862,"
										
  XDDDDDDDDDDDDDDDD									",0
MONTT,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1863,"
										Como se llama el padre de ete? 

¿Como se dice suegra en Ruso? 

¿Qué le dice un pez a otro? 
									",0
RusTu,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1864,"
										
  el último chiste... cof, cof...

Se abre el telón y aparecen dos cubanos. Uno de ellos va borrachísimo, tropezándose cada dos por tres y su colega lo intenta sujetar como puedo para llevarlo a casa.

Se cierra el telón, ¿Cómo se llama el grupo?
									",0
cEsCC,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1865,"
										Bueno no se si este estará repetido porque no me leído el hilo.

Era el año 1936, y había guerra civil. La historia trata de que habia una mujer embarazada de trillizos. Pues resulta que la mujer es herida, por tres disparos, y cada disparo impacta en uno de sus hijos. Al cabo del tiempo tuvo a los niños sin problemas, y pasaron 13 años cuando un dia le dice el 1º hijo a la madre:

1º hijo: Mama! he ido al baño y al mear, me ha salido una bala por el pito.

Madre: Tranquilo hijo, que es normal y no pasa nada.

Al día siguiente va el 2º niño y le dice a la madre.

2º hijo: Mama! he ido al baño y al mear, me ha salido una bala por el pito.

Madre: Tranquilo hijo que es normal y no pasa nada.

Al día después va el 3º niño y le dice a su madre:

3º hijo: Mama!!

Madre: Haber que te pasa, ¿que has ido a mear y te ha salido una bala por el pito?

3º hijo: No, que me cascado una paja y he matado al abuelo!!!!!!!",0
Skorp1to,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5714,"
										
  jsajjAJjjAJjJjjjajjJjjjjJjaJAjjj est to wapens tio.									",0
david41,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5715,"
										Ahora con un 20% mas de jAJASJAJSAJAjajasjsdajaJASJAJSAjjAJSAJSHJA									",0
RoninPiros,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5716,"
										
  WTF! entre la primera frase y los jajajas intercalados me he reido mas que con el chiste, que por otra parte estaba repe de hace poco pero bueno									",0
montaN1,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5717,"
										
  veo que mi chiste de los cojones ha causado estragos									",0
PUTO_JEFE,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5718,"
										Fue sido, y volvió Vih.									",0
fraJiscow,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/191#5719,"
										
   O_O									",0
oOoMeGaOo,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1866,"
										un loco que estaba en el manicomio y se quería suicidar,entonces se lanzó a la piscina para ahogarse y vino otro loco y lo sacó, entonces el director del manicomio lo llamó para felicitarlo por haberlo salvado,le dijo: 

Fue un acto heroico lo que hizo,pero lamento informarle que el loco que usted salvó esta mañana,se ahorcó en la tarde

el loco le dice: 

¡Ah!, eso lo hice yo, lo colgué para ponerlo a secar									",0
alalaz_XV,http://www.mediavida.com/foro/90/chistes-malisisisimos-313416/63#1867,"
										están  un piloto novato y el comandante en jefe en un vuelo de pruebas, a lo que se encienden todas las alarmas y el avión empieza a descender vertiginosamente, el piloto asustado pregunta:

- mi comandante!  vamos a tomar tierra?

- nos vamos a jartar									",0
